1102331	1.0
1101482	0.25
1101416	0.0
1100696	0.5
1100585	0.5
1099535	0.0
1098747	0.0
1098187	0.0
1097988	0.0
1096904	0.0
1096170	0.0
1096098	0.0
1094662	0.0
1094661	0.0
1094408	0.0
1094303	1.0
1094287	0.0
1094246	0.1
1093014	1.0
1092568	0.3333333333333333
1092091	1.0
1091394	0.0
1091176	1.0
1089702	0.5
1089383	1.0
1089313	1.0
1087685	0.3333333333333333
1087560	0.0
1087303	0.0
1086987	1.0
1086866	0.1
1086814	1.0
1086341	0.1111111111111111
1086336	0.0
1086209	0.0
1086078	0.0
1085871	0.1111111111111111
1084831	0.0
1084492	1.0
1084226	0.14285714285714285
1083741	0.0
1083449	0.0
1083283	0.0
1082980	0.5
1082800	1.0
1079221	0.0
1073380	0.0
1072706	0.16666666666666666
1069094	0.0
1068728	0.0
1056170	1.0
1056160	1.0
1055226	0.14285714285714285
1054951	0.5
1051479	0.25
1049242	1.0
1047840	0.0
1042225	0.25
1036982	0.14285714285714285
1035139	0.0
1032855	1.0
1032787	0.0
1031773	0.3333333333333333
1028866	0.5
1024177	0.0
1021271	0.0
1013690	0.0
1011799	0.0
1011367	0.16666666666666666
1008868	0.25
1005583	0.0
996577	0.0
985625	0.3333333333333333
943477	0.0
938681	0.3333333333333333
936495	0.0
929911	0.25
913683	0.1111111111111111
907535	0.0
906996	0.0
906328	0.0
903304	0.0
900926	0.0
877138	0.0
873207	0.0
870550	1.0
859711	1.0
855384	0.0
852239	0.0
842362	0.0
831292	0.0
825357	0.125
819662	0.0
812255	0.3333333333333333
801589	0.25
795449	0.2
795138	0.2
792551	1.0
784873	0.5
776002	1.0
773786	0.5
752042	0.0
740024	0.25
734032	0.16666666666666666
725089	0.0
715610	0.0
699838	0.0
691246	0.0
682958	0.0
679865	0.125
668104	0.25
660368	0.0
660240	0.125
655287	0.0
655172	0.14285714285714285
645676	1.0
638857	0.0
637676	0.25
633004	0.5
619808	0.125
619055	0.0
617313	1.0
590220	0.0
581809	0.0
579358	0.25
573230	1.0
567740	0.0
566623	0.0
560465	0.0
560139	0.0
551801	0.3333333333333333
548410	0.0
537185	0.5
533948	1.0
533625	0.16666666666666666
523604	0.0
522128	0.0
519660	0.0
490602	0.0
487077	0.0
483518	0.0
481518	0.0
475091	0.0
469060	0.25
461718	0.0
454339	0.0
439215	0.0
424664	0.1111111111111111
418193	0.0
417492	0.2
403117	0.3333333333333333
402662	0.125
401063	0.0
399404	0.5
392867	1.0
382489	0.0
381065	0.0
381022	0.14285714285714285
374494	0.0
369354	0.0
367070	0.0
364203	0.0
361240	0.0
356777	0.0
344712	0.0
338660	0.0
329450	0.25
327522	0.0
324950	0.0
319629	0.0
311047	1.0
310036	0.0
308061	0.0
304049	0.5
298289	0.0
285919	0.0
271738	0.0
267316	1.0
254623	0.0
248622	0.0
236278	0.5
235749	0.0
225374	0.0
222550	0.0
217949	0.0
212209	0.0
190799	0.0
180438	1.0
174216	0.0
162788	0.0
160460	0.0
150043	0.0
141732	0.14285714285714285
131315	0.25
131137	0.16666666666666666
120437	0.0
108871	0.0
106755	0.0
105550	0.0
95844	0.25
74595	0.0
70803	0.5
69779	0.0
68731	0.0
68609	0.0
62741	0.0
62064	0.0
59199	0.2
56936	0.0
41120	0.25
32955	0.125
22943	0.0
21232	0.0
21049	0.2
20801	0.2
total	0.20791435954226659	
