1102331	0.5
1101482	0.1111111111111111
1101416	0.0
1100696	1.0
1100585	0.5
1099535	0.0
1098747	0.0
1098187	0.0
1097988	0.0
1096904	0.0
1096170	0.0
1096098	0.0
1094662	0.0
1094661	0.0
1094408	0.0
1094303	1.0
1094287	0.0
1094246	0.0
1093014	1.0
1092568	0.5
1092091	1.0
1091394	0.3333333333333333
1091176	1.0
1089702	0.3333333333333333
1089383	1.0
1089313	1.0
1087685	0.0
1087560	0.0
1087303	0.0
1086987	1.0
1086866	0.1
1086814	1.0
1086341	0.2
1086336	0.0
1086209	0.0
1086078	0.0
1085871	0.125
1084831	0.0
1084492	1.0
1084226	0.5
1083741	0.0
1083449	0.0
1083283	0.0
1082980	0.5
1082800	0.5
1079221	0.0
1073380	0.0
1072706	0.2
1069094	0.0
1068728	0.0
1056170	0.5
1056160	0.25
1055226	0.3333333333333333
1054951	1.0
1051479	0.3333333333333333
1049242	1.0
1047840	0.0
1042225	0.2
1036982	0.5
1035139	0.0
1032855	0.5
1032787	0.0
1031773	0.5
1028866	0.16666666666666666
1024177	0.0
1021271	0.0
1013690	0.0
1011799	0.0
1011367	0.125
1008868	0.25
1005583	0.0
996577	0.0
985625	0.2
943477	0.0
938681	1.0
936495	0.0
929911	0.5
913683	1.0
907535	0.0
906996	0.0
906328	0.0
903304	0.0
900926	0.0
877138	0.0
873207	0.0
870550	1.0
859711	1.0
855384	0.1
852239	0.0
842362	0.0
831292	0.5
825357	0.14285714285714285
819662	0.0
812255	0.3333333333333333
801589	0.25
795449	0.16666666666666666
795138	0.1111111111111111
792551	0.5
784873	0.3333333333333333
776002	1.0
773786	1.0
752042	0.0
740024	0.14285714285714285
734032	0.3333333333333333
725089	0.0
715610	0.0
699838	0.0
691246	0.0
682958	0.0
679865	0.3333333333333333
668104	0.25
660368	0.0
660240	0.0
655287	0.0
655172	1.0
645676	1.0
638857	0.0
637676	0.25
633004	0.5
619808	0.1
619055	0.0
617313	1.0
590220	0.0
581809	0.0
579358	0.0
573230	1.0
567740	0.0
566623	0.0
560465	0.0
560139	0.0
551801	0.0
548410	0.0
537185	0.2
533948	1.0
533625	0.25
523604	0.0
522128	0.0
519660	0.0
490602	1.0
487077	1.0
483518	0.0
481518	0.0
475091	0.0
469060	0.25
461718	0.0
454339	0.0
439215	0.1111111111111111
424664	0.0
418193	0.0
417492	1.0
403117	0.14285714285714285
402662	0.2
401063	0.0
399404	0.2
392867	1.0
382489	0.0
381065	0.0
381022	0.125
374494	0.0
369354	0.0
367070	0.0
364203	0.0
361240	0.0
356777	0.0
344712	0.0
338660	0.0
329450	0.16666666666666666
327522	0.0
324950	0.0
319629	0.0
311047	1.0
310036	0.0
308061	0.0
304049	0.5
298289	0.0
285919	0.0
271738	0.0
267316	1.0
254623	0.0
248622	0.0
236278	0.14285714285714285
235749	0.0
225374	0.0
222550	0.0
217949	0.0
212209	0.5
190799	0.3333333333333333
180438	0.3333333333333333
174216	0.5
162788	0.0
160460	0.0
150043	0.14285714285714285
141732	0.16666666666666666
131315	1.0
131137	0.3333333333333333
120437	0.0
108871	0.0
106755	0.0
105550	0.0
95844	0.1111111111111111
74595	0.0
70803	1.0
69779	1.0
68731	1.0
68609	0.0
62741	0.0
62064	0.0
59199	0.0
56936	0.0
41120	0.5
32955	0.1
22943	0.0
21232	0.0
21049	0.16666666666666666
20801	0.14285714285714285
total	0.2405887781469178	
